First_Name: Jacob 	 Last_Name: Thomas 	 Street_Number: 320 	 Street_Name: Carroll Lane 	 City: Abbotsford 	 Province: Prince Edward Island 	 Poastal_Code: K1B 3B2 	 Country: Canada 	 Phone: 822273361 	 Email: Jacob@null -->> 	 Reason: Invalid Email 	 File Path : \2017\11\10\CustomerData1.csv
First_Name: William 	 Last_Name: Taylor 	 Street_Number: 474 	 Street_Name: Carrington Place 	 City: Brampton 	 Province: Northwest Territories 	 Poastal_Code: E4S 3C4 	 Country: Canada 	 Phone: 574755271 	 Email: William@null -->> 	 Reason: Invalid Email 	 File Path : \2018\11\6\CustomerData7.csv
First_Name: Liam 	 Last_Name: Thomas 	 Street_Number: 69 	 Street_Name: Annandale Street 	 City: Winnipeg 	 Province: New Brunswick 	 Poastal_Code: V1K 1V0  	 Country: Canada 	 Phone: 1364654496 	 Email: Liam@null -->> 	 Reason: Invalid Email 	 File Path : \2018\11\7\CustomerData0.csv
First_Name: Liam 	 Last_Name: Thomas 	 Street_Number: 336 	 Street_Name: Bosun Run 	 City: Prince George 	 Province: New Brunswick 	 Poastal_Code: J0N 0Z3 	 Country: Canada 	 Phone: 385474176 	 Email: Liam@null -->> 	 Reason: Invalid Email 	 File Path : \2018\11\7\CustomerData1.csv
First_Name:  	 Last_Name: Jackson 	 Street_Number: 151 	 Street_Name: Buddy Daye Street 	 City: Pickering 	 Province: Nunavut 	 Poastal_Code: V1K 1V0  	 Country: Canada 	 Phone: 1288681655 	 Email: null@null -->> 	 Reason: Invalid Email 	 File Path : \2018\11\7\CustomerData10.csv
First_Name:  	 Last_Name: Anderson 	 Street_Number: 258 	 Street_Name: Amirault Court 	 City: Kelowna 	 Province: Nunavut 	 Poastal_Code: T1L 2H8 	 Country: Canada 	 Phone: 1242057161 	 Email: null@null -->> 	 Reason: Invalid Email 	 File Path : \2018\11\7\CustomerData10.csv
First_Name: Alexander 	 Last_Name: Johnson 	 Street_Number: 374 	 Street_Name: Bayview Road 	 City: Lethbridge 	 Province: Nunavut 	 Poastal_Code: L4A 0T0 	 Country: Canada 	 Phone: 1004056932 	 Email: Alexander@null -->> 	 Reason: Invalid Email 	 File Path : \2018\11\7\CustomerData10.csv
First_Name: Mason 	 Last_Name: Davis 	 Street_Number: 197 	 Street_Name: Bosun Run 	 City: Oakville 	 Province: Manitoba 	 Poastal_Code: E5V 3X5 	 Country: Canada 	 Phone: 934380392 	 Email: Mason@null -->> 	 Reason: Invalid Email 	 File Path : \2018\11\7\CustomerData10.csv
First_Name: Mason 	 Last_Name: Jackson 	 Street_Number: 391 	 Street_Name: Bond Street 	 City: Newmarket 	 Province: British Columbia 	 Poastal_Code: B3V 2V1 	 Country: Canada 	 Phone: 702392909 	 Email: Mason@null -->> 	 Reason: Invalid Email 	 File Path : \2018\11\7\CustomerData6.csv
First_Name: William 	 Last_Name: Jackson 	 Street_Number: 219 	 Street_Name: Ballantrae Lane 	 City: Nanaimo 	 Province: Alberta 	 Poastal_Code: G0H 2P3 	 Country: Canada 	 Phone: 707660138 	 Email: William@null -->> 	 Reason: Invalid Email 	 File Path : \2018\11\7\CustomerData9.csv
First_Name: Mason 	 Last_Name:  	 Street_Number: 157 	 Street_Name: Birchfield Crescent 	 City: Brossard 	 Province: Prince Edward Island 	 Poastal_Code: N8H 2H6 	 Country: Canada 	 Phone: 515131222 	 Email: Mason@null -->> 	 Reason: Invalid Email 	 File Path : \2018\11\8\CustomerData11.csv
First_Name: James 	 Last_Name: Jackson 	 Street_Number: 59 	 Street_Name: Brussels Street 	 City: North Vancouver 	 Province: Nunavut 	 Poastal_Code: J0J 3V6 	 Country: Canada 	 Phone: 250764784 	 Email: James@null -->> 	 Reason: Invalid Email 	 File Path : \2018\11\8\CustomerData16.csv
First_Name:  	 Last_Name: Taylor 	 Street_Number: 296 	 Street_Name: Chartwell Lane 	 City: Saskatoon 	 Province: Nova Scotia 	 Poastal_Code: J0N 0Z3 	 Country: Canada 	 Phone: 616941886 	 Email: null@null -->> 	 Reason: Invalid Email 	 File Path : \2018\11\8\CustomerData16.csv
First_Name: Mason 	 Last_Name: Wilson 	 Street_Number: 30 	 Street_Name: Camelot Lane 	 City: Montreal 	 Province: Nunavut 	 Poastal_Code: L9R 0A0 	 Country: Canada 	 Phone: 269888455 	 Email: Mason@null -->> 	 Reason: Invalid Email 	 File Path : \2018\11\8\CustomerData16.csv
First_Name: James 	 Last_Name: Johnson 	 Street_Number: 309 	 Street_Name: Arnold Drive 	 City: Peterborough 	 Province: Nunavut 	 Poastal_Code: B2E 0X4 	 Country: Canada 	 Phone: 743190266 	 Email: James@null -->> 	 Reason: Invalid Email 	 File Path : \2018\11\8\CustomerData17.csv
First_Name: William 	 Last_Name: Thomas 	 Street_Number: 313 	 Street_Name: Bedford Highway 	 City: Welland 	 Province: Prince Edward Island 	 Poastal_Code: G3H 0B4 	 Country: Canada 	 Phone: 734078752 	 Email: William@null -->> 	 Reason: Invalid Email 	 File Path : \2018\11\8\CustomerData17.csv
First_Name:  	 Last_Name: Williams 	 Street_Number: 444 	 Street_Name: Bosun Run 	 City: Windsor 	 Province: Nova Scotia 	 Poastal_Code: V8C 0S2 	 Country: Canada 	 Phone: 399535190 	 Email: null@null -->> 	 Reason: Invalid Email 	 File Path : \2018\11\8\CustomerData18.csv
First_Name: William 	 Last_Name: Thomas 	 Street_Number: 196 	 Street_Name: Chelton Woods Lane 	 City: Richmond Hill 	 Province: British Columbia 	 Poastal_Code: N5C 2J8 	 Country: Canada 	 Phone: 524642946 	 Email: William@null -->> 	 Reason: Invalid Email 	 File Path : \2018\11\8\CustomerData18.csv
First_Name: Jacob 	 Last_Name: Taylor 	 Street_Number: 333 	 Street_Name: Aster Court 	 City: Brossard 	 Province: Quebec 	 Poastal_Code: G0H 2P3 	 Country: Canada 	 Phone: 1328537666 	 Email: Jacob@null -->> 	 Reason: Invalid Email 	 File Path : \2018\11\8\CustomerData20.csv
First_Name:  	 Last_Name: Jackson 	 Street_Number: 309 	 Street_Name: Belmont Road 	 City: Fredericton 	 Province: Prince Edward Island 	 Poastal_Code: L9R 0A0 	 Country: Canada 	 Phone: 1222410706 	 Email: null@null -->> 	 Reason: Invalid Email 	 File Path : \2018\11\8\CustomerData23.csv
First_Name: Ethan 	 Last_Name: Moore 	 Street_Number: 347 	 Street_Name: Amirault Court 	 City: Chilliwack 	 Province: Alberta 	 Poastal_Code: L4A 0T0 	 Country: Canada 	 Phone: 289966671 	 Email: Ethan@null -->> 	 Reason: Invalid Email 	 File Path : \2018\11\8\CustomerData23.csv
First_Name: Mason 	 Last_Name: Thomas 	 Street_Number: 180 	 Street_Name: Clifton Street 	 City: Moncton 	 Province: Prince Edward Island 	 Poastal_Code: E4M 2G2 	 Country: Canada 	 Phone: 681341271 	 Email: Mason@null -->> 	 Reason: Invalid Email 	 File Path : \2018\11\8\CustomerData24.csv
First_Name:  	 Last_Name:  	 Street_Number: 71 	 Street_Name: Alm-a Ramp 	 City: St. Catharines 	 Province: Prince Edward Island 	 Poastal_Code: L4A 0T3  	 Country: Canada 	 Phone: 245824060 	 Email: null@null -->> 	 Reason: Invalid Email 	 File Path : \2018\11\8\CustomerData29.csv
First_Name: Alexander 	 Last_Name: Taylor 	 Street_Number: 7 	 Street_Name: Chebucto Road 	 City: Welland 	 Province: Nunavut 	 Poastal_Code: N8H 2H6 	 Country: Canada 	 Phone: 914060297 	 Email: Alexander@null -->> 	 Reason: Invalid Email 	 File Path : \2018\11\8\CustomerData30.csv
First_Name: Liam 	 Last_Name:  	 Street_Number: 9 	 Street_Name: Arlington Avenue 	 City: Kawartha Lakes 	 Province: Nunavut 	 Poastal_Code: L4A 0T0 	 Country: Canada 	 Phone: 1339528723 	 Email: Liam@null -->> 	 Reason: Invalid Email 	 File Path : \2018\11\8\CustomerData32.csv
First_Name: Liam 	 Last_Name: Taylor 	 Street_Number: 140 	 Street_Name: Berlin Street 	 City: St. Catharines 	 Province: Newfoundland and Labrador 	 Poastal_Code: J0N 0Z3 	 Country: Canada 	 Phone: 829466259 	 Email: Liam@null -->> 	 Reason: Invalid Email 	 File Path : \2018\11\8\CustomerData5.csv
First_Name: Jacob 	 Last_Name: Wilson 	 Street_Number: 425 	 Street_Name: Brook Street 	 City: Brampton 	 Province: Newfoundland and Labrador 	 Poastal_Code: J9T 3H4 	 Country: Canada 	 Phone: 218891684 	 Email: Jacob@null -->> 	 Reason: Invalid Email 	 File Path : \2018\11\8\CustomerData5.csv
First_Name:  	 Last_Name: Davis 	 Street_Number: 95 	 Street_Name: Alm-c Ramp 	 City: Quebec City 	 Province: Manitoba 	 Poastal_Code: V8C 0S2 	 Country: Canada 	 Phone: 1253942217 	 Email: null@null -->> 	 Reason: Invalid Email 	 File Path : \2018\11\8\CustomerData6.csv
First_Name: William 	 Last_Name: Brown 	 Street_Number: 334 	 Street_Name: Albert Walker Drive 	 City: Port Coquitlam 	 Province: Prince Edward Island 	 Poastal_Code: B3V 2V1 	 Country: Canada 	 Phone: 281831060 	 Email: William@null -->> 	 Reason: Invalid Email 	 File Path : \2018\11\8\CustomerData7.csv
First_Name: Alexander 	 Last_Name: Miller 	 Street_Number: 412 	 Street_Name: Clifton Street 	 City: Fredericton 	 Province: Yukon 	 Poastal_Code: B3V 2V1 	 Country: Canada 	 Phone: 439222279 	 Email: Alexander@null -->> 	 Reason: Invalid Email 	 File Path : \2018\11\8\CustomerData9.csv
First_Name:  	 Last_Name: Miller 	 Street_Number: 145 	 Street_Name: Bauer Street 	 City: Drummondville 	 Province: Nunavut 	 Poastal_Code: J0J 3V6 	 Country: Canada 	 Phone: 1097260630 	 Email: null@null -->> 	 Reason: Invalid Email 	 File Path : \2018\11\9\CustomerData2.csv
First_Name: Alexander 	 Last_Name: Davis 	 Street_Number: 496 	 Street_Name: Brenton Place 	 City: Grande Prairie 	 Province: Nova Scotia 	 Poastal_Code: V8C 0S2 	 Country: Canada 	 Phone: 683277270 	 Email: Alexander@null -->> 	 Reason: Invalid Email 	 File Path : \2018\11\9\CustomerData5.csv
First_Name:  	 Last_Name: Anderson 	 Street_Number: 10 	 Street_Name: Barclay Avenue 	 City: Oshawa 	 Province: Nunavut 	 Poastal_Code: K1B 3B2 	 Country: Canada 	 Phone: 825641960 	 Email: null@null -->> 	 Reason: Invalid Email 	 File Path : \2018\11\9\CustomerData7.csv
First_Name: Mason 	 Last_Name: Thomas 	 Street_Number: 443 	 Street_Name: Bethany Way 	 City: Lethbridge 	 Province: Manitoba 	 Poastal_Code: V8B 1P6 	 Country: Canada 	 Phone: 464209638 	 Email: Mason@null -->> 	 Reason: Invalid Email 	 File Path : \2018\12\1\CustomerData1.csv
First_Name: Ethan 	 Last_Name: Davis 	 Street_Number: 156 	 Street_Name: Bedford Row 	 City: Hamilton 	 Province: Nova Scotia 	 Poastal_Code: N5C 2J8 	 Country: Canada 	 Phone: 241784114 	 Email: Ethan@null -->> 	 Reason: Invalid Email 	 File Path : \2018\12\1\CustomerData14.csv
First_Name: William 	 Last_Name: Davis 	 Street_Number: 152 	 Street_Name: Alm-e Ramp 	 City: Halton Hills 	 Province: Prince Edward Island 	 Poastal_Code: L9R 0A0 	 Country: Canada 	 Phone: 915582902 	 Email: William@null -->> 	 Reason: Invalid Email 	 File Path : \2018\12\1\CustomerData17.csv
First_Name:  	 Last_Name: Jackson 	 Street_Number: 294 	 Street_Name: Artz Street 	 City: Winnipeg 	 Province: Alberta 	 Poastal_Code: J9P 1C6 	 Country: Canada 	 Phone: 433267675 	 Email: null@null -->> 	 Reason: Invalid Email 	 File Path : \2018\12\1\CustomerData2.csv
First_Name: Jacob 	 Last_Name: Moore 	 Street_Number: 453 	 Street_Name: Armada Drive 	 City: Halton Hills 	 Province: Alberta 	 Poastal_Code: N5C 2J8 	 Country: Canada 	 Phone: 1364614395 	 Email: Jacob@null -->> 	 Reason: Invalid Email 	 File Path : \2018\12\1\CustomerData22.csv
First_Name: James 	 Last_Name: Williams 	 Street_Number: 285 	 Street_Name: Abbott Drive 	 City: Aurora 	 Province: New Brunswick 	 Poastal_Code: E7E 3T7 	 Country: Canada 	 Phone: 771002039 	 Email: James@null -->> 	 Reason: Invalid Email 	 File Path : \2018\12\1\CustomerData23.csv
First_Name:  	 Last_Name: Miller 	 Street_Number: 200 	 Street_Name: Cambridge Street 	 City: Belleville 	 Province: Quebec 	 Poastal_Code: E7E 3T7 	 Country: Canada 	 Phone: 694819703 	 Email: null@null -->> 	 Reason: Invalid Email 	 File Path : \2018\12\1\CustomerData25.csv
First_Name: Liam 	 Last_Name:  	 Street_Number: 289 	 Street_Name: Birch Street 	 City: Peterborough 	 Province: Nunavut 	 Poastal_Code: L4A 0T3  	 Country: Canada 	 Phone: 481917089 	 Email: Liam@null -->> 	 Reason: Invalid Email 	 File Path : \2018\12\1\CustomerData3.csv
First_Name: William 	 Last_Name: Davis 	 Street_Number: 431 	 Street_Name: Bedford Highway Ramp 	 City: Drummondville 	 Province: Yukon 	 Poastal_Code: G3H 0B4 	 Country: Canada 	 Phone: 868398815 	 Email: William@null -->> 	 Reason: Invalid Email 	 File Path : \2018\12\1\CustomerData8.csv
First_Name: Mason 	 Last_Name: Williams 	 Street_Number: 36 	 Street_Name: Caitland Court 	 City: Saint John 	 Province: Nunavut 	 Poastal_Code:  	 Country: Canada 	 Phone: 487193320 	 Email: Mason@null -->> 	 Reason: Invalid Email 	 File Path : \2018\12\1\CustomerData9.csv
First_Name: Alexander 	 Last_Name: Miller 	 Street_Number: 397 	 Street_Name: Cabot Back Lane 	 City: Kawartha Lakes 	 Province: Saskatchewan 	 Poastal_Code: B0T 0Y5  	 Country: Canada 	 Phone: 577964473 	 Email: Alexander@null -->> 	 Reason: Invalid Email 	 File Path : \2018\12\10\CustomerData1.csv
First_Name:  	 Last_Name: Anderson 	 Street_Number: 310 	 Street_Name: Belmont On The Arm 	 City: Moncton 	 Province: Nunavut 	 Poastal_Code:  	 Country: Canada 	 Phone: 960069582 	 Email: null@null -->> 	 Reason: Invalid Email 	 File Path : \2018\12\10\CustomerData1.csv
First_Name: Liam 	 Last_Name: Davis 	 Street_Number: 479 	 Street_Name: Bloomingdale Terrace 	 City: Burlington 	 Province: Northwest Territories 	 Poastal_Code: G3H 0B4 	 Country: Canada 	 Phone: 1280908250 	 Email: Liam@null -->> 	 Reason: Invalid Email 	 File Path : \2018\12\10\CustomerData1.csv
First_Name: James 	 Last_Name: Jones 	 Street_Number: 216 	 Street_Name: Armada Drive 	 City: Barrie 	 Province: Quebec 	 Poastal_Code: E7E 3T7 	 Country: Canada 	 Phone: 761412201 	 Email: James@null -->> 	 Reason: Invalid Email 	 File Path : \2018\12\10\CustomerData1.csv
First_Name: Liam 	 Last_Name: Jones 	 Street_Number: 32 	 Street_Name: Bromley Road 	 City: St. Catharines 	 Province: Nova Scotia 	 Poastal_Code: L4A 0T3  	 Country: Canada 	 Phone: 111820071 	 Email: Liam@null -->> 	 Reason: Invalid Email 	 File Path : \2018\12\10\CustomerData14.csv
First_Name: William 	 Last_Name: Wilson 	 Street_Number: 333 	 Street_Name: Bristol Place 	 City: Fredericton 	 Province: Yukon 	 Poastal_Code: E5V 3X5 	 Country: Canada 	 Phone: 158332990 	 Email: William@null -->> 	 Reason: Invalid Email 	 File Path : \2018\12\10\CustomerData15.csv
First_Name:  	 Last_Name: Wilson 	 Street_Number: 169 	 Street_Name: Ashdale Avenue 	 City: Saint John 	 Province: Prince Edward Island 	 Poastal_Code: N8A 0B3 	 Country: Canada 	 Phone: 1290449837 	 Email: null@null -->> 	 Reason: Invalid Email 	 File Path : \2018\12\10\CustomerData17.csv
First_Name:  	 Last_Name: Taylor 	 Street_Number: 89 	 Street_Name: Bakers Drive 	 City: Nanaimo 	 Province: Yukon 	 Poastal_Code: K1B 3B2 	 Country: Canada 	 Phone: 365006812 	 Email: null@null -->> 	 Reason: Invalid Email 	 File Path : \2018\12\10\CustomerData17.csv
First_Name: Ethan 	 Last_Name: Miller 	 Street_Number: 15 	 Street_Name: Chester Avenue 	 City: Terrebonne 	 Province: Newfoundland and Labrador 	 Poastal_Code: N8A 0B3 	 Country: Canada 	 Phone: 192559712 	 Email: Ethan@null -->> 	 Reason: Invalid Email 	 File Path : \2018\12\10\CustomerData2.csv
First_Name: Ethan 	 Last_Name: Thomas 	 Street_Number: 256 	 Street_Name: Birches Drive 	 City: Quebec City 	 Province: Northwest Territories 	 Poastal_Code:  	 Country: Canada 	 Phone: 1082464694 	 Email: Ethan@null -->> 	 Reason: Invalid Email 	 File Path : \2018\12\10\CustomerData24.csv
First_Name: Alexander 	 Last_Name:  	 Street_Number: 243 	 Street_Name: Bell Road 	 City: Calgary 	 Province: Prince Edward Island 	 Poastal_Code: B3V 2V1 	 Country: Canada 	 Phone: 720762426 	 Email: Alexander@null -->> 	 Reason: Invalid Email 	 File Path : \2018\12\10\CustomerData28.csv
First_Name: William 	 Last_Name: Jones 	 Street_Number: 325 	 Street_Name: Bright Street 	 City: Cape Breton 	 Province: Northwest Territories 	 Poastal_Code:  	 Country: Canada 	 Phone: 131855638 	 Email: William@null -->> 	 Reason: Invalid Email 	 File Path : \2018\12\10\CustomerData28.csv
First_Name:  	 Last_Name: Thomas 	 Street_Number: 205 	 Street_Name: Autumn Drive 	 City:  	 Province: Quebec 	 Poastal_Code: K1B 3B2 	 Country: Canada 	 Phone: 495535881 	 Email: null@null -->> 	 Reason: Invalid Email 	 File Path : \2018\12\10\CustomerData29.csv
First_Name:  	 Last_Name: Moore 	 Street_Number: 291 	 Street_Name: Bedford Row 	 City: Victoria 	 Province: Manitoba 	 Poastal_Code: V8B 1P6 	 Country: Canada 	 Phone: 636094413 	 Email: null@null -->> 	 Reason: Invalid Email 	 File Path : \2018\12\10\CustomerData31.csv
First_Name: Ethan 	 Last_Name: Anderson 	 Street_Number: 212 	 Street_Name: Bloomingdale Terrace 	 City: Thunder Bay 	 Province: Yukon 	 Poastal_Code: L0N 3J2 	 Country: Canada 	 Phone: 861203547 	 Email: Ethan@null -->> 	 Reason: Invalid Email 	 File Path : \2018\12\10\CustomerData32.csv
First_Name: Alexander 	 Last_Name: Jones 	 Street_Number: 88 	 Street_Name: Bedford Highway 	 City: Brantford 	 Province: Northwest Territories 	 Poastal_Code: E4M 2G2 	 Country: Canada 	 Phone: 741484199 	 Email: Alexander@null -->> 	 Reason: Invalid Email 	 File Path : \2018\12\10\CustomerData35.csv
First_Name: James 	 Last_Name: Johnson 	 Street_Number: 356 	 Street_Name: Barclay Avenue 	 City: Moncton 	 Province: Quebec 	 Poastal_Code: G6X 2L1 	 Country: Canada 	 Phone: 393983534 	 Email: James@null -->> 	 Reason: Invalid Email 	 File Path : \2018\12\10\CustomerData35.csv
First_Name:  	 Last_Name: Thomas 	 Street_Number: 478 	 Street_Name: Chain Lake Drive 	 City: Moncton 	 Province: Alberta 	 Poastal_Code: H9S 1R4 	 Country: Canada 	 Phone: 304037651 	 Email: null@null -->> 	 Reason: Invalid Email 	 File Path : \2018\12\10\CustomerData35.csv
First_Name:  	 Last_Name: Davis 	 Street_Number: 344 	 Street_Name: Armview Terrace 	 City: Fredericton 	 Province: Nova Scotia 	 Poastal_Code: L4A 0T0 	 Country: Canada 	 Phone: 1226891613 	 Email: null@null -->> 	 Reason: Invalid Email 	 File Path : \2018\12\10\CustomerData36.csv
First_Name: Alexander 	 Last_Name:  	 Street_Number: 486 	 Street_Name: Ashton Lane 	 City: Oshawa 	 Province: Northwest Territories 	 Poastal_Code: L3V 1Y8 	 Country: Canada 	 Phone: 264306892 	 Email: Alexander@null -->> 	 Reason: Invalid Email 	 File Path : \2018\12\10\CustomerData6.csv
First_Name: Jacob 	 Last_Name: Moore 	 Street_Number: 249 	 Street_Name: Cabot Place 	 City: Fredericton 	 Province: Prince Edward Island 	 Poastal_Code: L0N 3J2 	 Country: Canada 	 Phone: 1213426363 	 Email: Jacob@null -->> 	 Reason: Invalid Email 	 File Path : \2018\12\10\CustomerData8.csv
First_Name: Alexander 	 Last_Name: Thomas 	 Street_Number: 92 	 Street_Name: Chain Lake Drive 	 City: Drummondville 	 Province: Prince Edward Island 	 Poastal_Code: L3V 1Y8 	 Country: Canada 	 Phone: 267510843 	 Email: Alexander@null -->> 	 Reason: Invalid Email 	 File Path : \2018\12\11\CustomerData12.csv
First_Name: Mason 	 Last_Name: Johnson 	 Street_Number: 216 	 Street_Name: Black Street 	 City: North Vancouver 	 Province: Nova Scotia 	 Poastal_Code: V1K 1V0  	 Country: Canada 	 Phone: 484285600 	 Email: Mason@null -->> 	 Reason: Invalid Email 	 File Path : \2018\12\11\CustomerData15.csv
First_Name: Liam 	 Last_Name: Johnson 	 Street_Number: 361 	 Street_Name: Armcrescent West Avenue 	 City: Norfolk County 	 Province: Yukon 	 Poastal_Code: H9S 1R4 	 Country: Canada 	 Phone: 420332370 	 Email: Liam@null -->> 	 Reason: Invalid Email 	 File Path : \2018\12\11\CustomerData16.csv
First_Name: Ethan 	 Last_Name: Jones 	 Street_Number: 487 	 Street_Name: Ashdale Avenue 	 City: Richmond 	 Province: Northwest Territories 	 Poastal_Code: E4S 3C4 	 Country: Canada 	 Phone: 800367746 	 Email: Ethan@null -->> 	 Reason: Invalid Email 	 File Path : \2018\12\11\CustomerData17.csv
First_Name: Mason 	 Last_Name: Anderson 	 Street_Number: 177 	 Street_Name: Burgee Run 	 City: St. John's 	 Province: Alberta 	 Poastal_Code: B3V 2V1 	 Country: Canada 	 Phone: 231510860 	 Email: Mason@null -->> 	 Reason: Invalid Email 	 File Path : \2018\12\11\CustomerData27.csv
First_Name: Ethan 	 Last_Name: Taylor 	 Street_Number: 45 	 Street_Name: Alm-../../view.php?place=Alm-# Ramp, Halifax, ns, CANADA Ramp 	 City: Brossard 	 Province: Quebec 	 Poastal_Code: J1S 0R4 	 Country: Canada 	 Phone: 646805767 	 Email: Ethan@null -->> 	 Reason: Invalid Email 	 File Path : \2018\12\11\CustomerData33.csv
First_Name:  	 Last_Name: Jones 	 Street_Number: 161 	 Street_Name: Aster Court 	 City: Mississauga 	 Province: Northwest Territories 	 Poastal_Code: V8B 1P6 	 Country: Canada 	 Phone: 193552442 	 Email: null@null -->> 	 Reason: Invalid Email 	 File Path : \2018\12\11\CustomerData33.csv
First_Name: James 	 Last_Name: Moore 	 Street_Number: 80 	 Street_Name: Bonaventure Drive 	 City: Strathcona County 	 Province: Alberta 	 Poastal_Code: L9R 0A0 	 Country: Canada 	 Phone: 985280189 	 Email: James@null -->> 	 Reason: Invalid Email 	 File Path : \2018\12\11\CustomerData35.csv
First_Name: Ethan 	 Last_Name: Jones 	 Street_Number: 315 	 Street_Name: Benjamin Green Drive 	 City: Brantford 	 Province: Nunavut 	 Poastal_Code: G6X 2L1 	 Country: Canada 	 Phone: 892046122 	 Email: Ethan@null -->> 	 Reason: Invalid Email 	 File Path : \2018\12\11\CustomerData36.csv
First_Name: Alexander 	 Last_Name: Brown 	 Street_Number: 236 	 Street_Name: Balmoral Road 	 City: St. Catharines 	 Province: Prince Edward Island 	 Poastal_Code: N4N 0B9 	 Country: Canada 	 Phone: 826433913 	 Email: Alexander@null -->> 	 Reason: Invalid Email 	 File Path : \2018\12\11\CustomerData36.csv
First_Name: Alexander 	 Last_Name: Jackson 	 Street_Number: 469 	 Street_Name: Brighton Avenue 	 City: Burnaby 	 Province: New Brunswick 	 Poastal_Code: N8A 0B3 	 Country: Canada 	 Phone: 1226009531 	 Email: Alexander@null -->> 	 Reason: Invalid Email 	 File Path : \2018\12\11\CustomerData36.csv
First_Name: Mason 	 Last_Name:  	 Street_Number: 199 	 Street_Name: Bliss Street 	 City: St. Albert 	 Province: Yukon 	 Poastal_Code: E7E 3T7 	 Country: Canada 	 Phone: 762352876 	 Email: Mason@null -->> 	 Reason: Invalid Email 	 File Path : \2018\12\11\CustomerData4.csv
First_Name: Liam 	 Last_Name: Thomas 	 Street_Number: 333 	 Street_Name: Brigadier Court 	 City: Chilliwack 	 Province: Quebec 	 Poastal_Code: N8H 2H6 	 Country: Canada 	 Phone: 1072136517 	 Email: Liam@null -->> 	 Reason: Invalid Email 	 File Path : \2018\12\11\CustomerData5.csv
First_Name: Ethan 	 Last_Name: Wilson 	 Street_Number: 427 	 Street_Name: Bosun Run 	 City: Longueuil 	 Province: Newfoundland and Labrador 	 Poastal_Code: E5V 3X5 	 Country: Canada 	 Phone: 912977807 	 Email: Ethan@null -->> 	 Reason: Invalid Email 	 File Path : \2018\12\11\CustomerData6.csv
First_Name: Mason 	 Last_Name: Jackson 	 Street_Number: 463 	 Street_Name: Boulderwood Road 	 City: Saint John 	 Province: British Columbia 	 Poastal_Code: J9T 3H4 	 Country: Canada 	 Phone: 1251252918 	 Email: Mason@null -->> 	 Reason: Invalid Email 	 File Path : \2018\12\11\CustomerData8.csv
First_Name: James 	 Last_Name: Moore 	 Street_Number: 28 	 Street_Name: Clifton Street 	 City: Kawartha Lakes 	 Province: Newfoundland and Labrador 	 Poastal_Code: N8A 0B3 	 Country: Canada 	 Phone: 905231977 	 Email: James@null -->> 	 Reason: Invalid Email 	 File Path : \2018\12\12\CustomerData11.csv
First_Name: Alexander 	 Last_Name: Anderson 	 Street_Number: 84 	 Street_Name: Bently Drive 	 City: Victoria 	 Province: Alberta 	 Poastal_Code: L4A 0T3  	 Country: Canada 	 Phone: 179372477 	 Email: Alexander@null -->> 	 Reason: Invalid Email 	 File Path : \2018\12\12\CustomerData20.csv
First_Name: James 	 Last_Name: Jackson 	 Street_Number: 62 	 Street_Name: Arnold Drive 	 City: Surrey 	 Province: Northwest Territories 	 Poastal_Code: N5C 2J8 	 Country: Canada 	 Phone: 1064611656 	 Email: James@null -->> 	 Reason: Invalid Email 	 File Path : \2018\12\12\CustomerData24.csv
First_Name: Liam 	 Last_Name:  	 Street_Number: 183 	 Street_Name: Cherry Lane 	 City: North Vancouver 	 Province: Saskatchewan 	 Poastal_Code: L9R 0A0 	 Country: Canada 	 Phone: 392206019 	 Email: Liam@null -->> 	 Reason: Invalid Email 	 File Path : \2018\12\12\CustomerData24.csv
First_Name: Ethan 	 Last_Name: Miller 	 Street_Number: 369 	 Street_Name: Annandale Street 	 City: Quebec City 	 Province: New Brunswick 	 Poastal_Code: T1L 2H8 	 Country: Canada 	 Phone: 542338343 	 Email: Ethan@null -->> 	 Reason: Invalid Email 	 File Path : \2018\12\12\CustomerData24.csv
First_Name: Mason 	 Last_Name: Williams 	 Street_Number: 184 	 Street_Name: Barrington Street 	 City: Newmarket 	 Province: Nunavut 	 Poastal_Code: J9P 1C6 	 Country: Canada 	 Phone: 192789715 	 Email: Mason@null -->> 	 Reason: Invalid Email 	 File Path : \2018\12\12\CustomerData32.csv
First_Name: Ethan 	 Last_Name: Taylor 	 Street_Number: 272 	 Street_Name: Ahern Avenue 	 City: Calgary 	 Province: Northwest Territories 	 Poastal_Code: N4N 0B9 	 Country: Canada 	 Phone: 700141268 	 Email: Ethan@null -->> 	 Reason: Invalid Email 	 File Path : \2018\12\12\CustomerData35.csv
First_Name: Ethan 	 Last_Name: Davis 	 Street_Number: 303 	 Street_Name: Alm-d Ramp 	 City: Mississauga 	 Province: Newfoundland and Labrador 	 Poastal_Code: N4N 0B9 	 Country: Canada 	 Phone: 231125783 	 Email: Ethan@null -->> 	 Reason: Invalid Email 	 File Path : \2018\12\12\CustomerData38.csv
First_Name: Liam 	 Last_Name: Taylor 	 Street_Number: 149 	 Street_Name: Claymore Avenue 	 City: Barrie 	 Province: Quebec 	 Poastal_Code: B0T 0Y5  	 Country: Canada 	 Phone: 554300199 	 Email: Liam@null -->> 	 Reason: Invalid Email 	 File Path : \2018\12\12\CustomerData6.csv
